t,roll_deg,pitch_deg,yaw_deg,T1_sim,T2_sim,T3_sim,T1_arduino,T2_arduino,T3_arduino,v1,v2,v3
0.21250000000000013,-7.058445145990999e-19,0.06190686337218083,-7.404467211636642e-17,-0.03993039275324768,-3.702406540190488e-18,0.039930392753247695,-0.0005053716727284585,-6.777091310491689e-20,0.0005053716727284585,-0.0002526858363642292,-3.3885456552458445e-20,0.0002526858363642292
0.21500000000000014,-6.689442872095017e-19,0.059114917659207816,-7.353881163204433e-17,-0.03812956769998577,-2.9717369546015786e-18,0.03812956769998577,-0.0004825798575201148,-4.765801901884064e-20,0.0004825798575201148,-0.0002412899287600574,-2.382900950942032e-20,0.0002412899287600574
0.21750000000000014,-6.522965543156937e-19,0.05644888628016413,-7.310406894349417e-17,-0.03640995817534712,-2.5241046334597472e-18,0.03640995817534713,-0.0004608159324278311,-5.665696133709874e-20,0.0004608159324278311,-0.00023040796621391556,-2.832848066854937e-20,0.00023040796621391556
0.22000000000000014,-6.2365910347751e-19,0.05390309060636763,-7.2607312392367e-17,-0.0347679014442593,-2.9752331264161386e-18,0.0347679014442593,-0.0004400335406181684,-3.796376256355202e-20,0.0004400335406181684,-0.0002200167703090842,-1.898188128177601e-20,0.0002200167703090842
0.22250000000000014,-6.135778098221451e-19,0.05147210811059185,-7.215988474319449e-17,-0.033199899955934836,-3.0747943771875693e-18,0.03319989995593485,-0.00042018841589559465,-5.057799714132072e-20,0.00042018841589559465,-0.00021009420794779733,-2.528899857066036e-20,0.00021009420794779733
0.22500000000000014,-5.875398964932354e-19,0.04915076081708118,-7.164869505260279e-17,-0.03170261389444691,-3.2458233262241725e-18,0.03170261389444691,-0.0004012382884184611,-3.688328525157263e-20,0.0004012382884184611,-0.00020061914420923055,-1.8441642625786314e-20,0.00020061914420923055
0.22750000000000015,-5.748241314713821e-19,0.04693410427246444,-7.118602960702218e-17,-0.03027285406523515,-2.890222951522878e-18,0.030272854065235156,-0.00038314279466685624,-3.547950216058384e-20,0.00038314279466685624,-0.00019157139733342812,-1.773975108029192e-20,0.00019157139733342812
0.23000000000000015,-5.616055220727858e-19,0.04481741701407434,-7.069503376643508e-17,-0.028907575102397273,-3.53548363804518e-18,0.02890757510239728,-0.00036586339147062015,-4.486803559829203e-20,0.00036586339147062015,-0.00018293169573531008,-2.2434017799146016e-20,0.00018293169573531008
0.23250000000000015,-5.364610022963774e-19,0.04279619051323966,-7.019136845912096e-17,-0.027603868982301903,-2.5992255509765174e-18,0.02760386898230191,-0.00034936327391442277,-4.884184605418452e-20,0.00034936327391442277,-0.00017468163695721138,-2.442092302709226e-20,0.00017468163695721138
0.23500000000000015,-5.060070694785984e-19,0.040866119572128996,-6.968401099158238e-17,-0.026358958829711267,-1.994440316869358e-18,0.026358958829711267,-0.00033360729694509447,-3.3810521436351615e-20,0.00033360729694509447,-0.00016680364847254723,-1.6905260718175807e-20,0.00016680364847254723
